id,species,Region,state,County,Town,Locality,Lat,Long,Year
zt395,Canis latrans,northeast,New York,Otsego,Oneonta,Town line at State hwy 7,42.457,-75.1025,2007
zt396,Canis latrans,northeast,New York,Otsego,Oneonta,Town line at State hwy 7,42.457,-75.1025,2007
zt399,Canis latrans,northeast,New York,Delaware,Roxbury,Polli Rd,42.359,-74.5205,2007
zt4,Canis latrans,northeast,Vermont,Orleans,Coventry,,44.867161,-72.26096,2006
zt40,Canis latrans,northeast,New York,Herkimer,Little Falls,,43.044879,-74.858965,
zt400,Canis latrans,northeast,New York,Delaware,Roxbury,Polli Rd,42.359,-74.5205,2007
zt401,Canis latrans,northeast,New York,Delaware,Kortright,Roberts Rd,42.384,-74.8129,2007
zt402,Canis latrans,northeast,New York,Delaware,Kortright,Roberts Rd,42.384,-74.8129,2007
zt403,Canis latrans,northeast,New York,Delaware,Kortright,Roberts Rd,42.384,-74.8129,2007
zt404,Canis latrans,contact,New York,"Steuben, Schuyler",,,42.344,-77.1237,2007
zt406,Canis latrans,contact,New York,"Steuben, Schuyler",,,42.344,-77.1237,2007
zt409,Canis latrans,contact,New York,"Steuben, Schuyler",,,42.344,-77.1237,2007
zt41,Canis latrans,contact,New York,Madison,Earlville,,42.743931,-75.546151,
zt410,Canis latrans,contact,New York,"Steuben, Schuyler",,,42.344,-77.1237,2007
zt411,Canis latrans,contact,New York,"Steuben, Schuyler",,,42.344,-77.1237,2007
zt412,Canis latrans,contact,New York,"Steuben, Schuyler",,,42.344,-77.1237,2007
zt413,Canis latrans,contact,New York,"Steuben, Schuyler",,,42.344,-77.1237,2007
zt414,Canis latrans,contact,New York,"Steuben, Schuyler",,,42.344,-77.1237,2007
zt415,Canis latrans,contact,New York,"Steuben, Schuyler",,,42.344,-77.1237,2007
zt416,Canis latrans,contact,New York,"Steuben, Schuyler",,,42.344,-77.1237,2007
zt417,Canis latrans,contact,New York,"Steuben, Schuyler",,,42.344,-77.1237,2007
zt418,Canis latrans,contact,New York,"Steuben, Schuyler",,,42.344,-77.1237,2007
zt419,Canis latrans,contact,New York,"Steuben, Schuyler",,,42.344,-77.1237,2007
zt421,Canis latrans,northeast,New York,Albany,Guilderland,,42.712955,-73.878361,2005
zt43,Canis latrans,northeast,New York,Herkimer,Little Falls,,43.043429,-74.858993,
zt446,Canis latrans,contact,Pennsylvania,Clearfield,,,40.992599,-78.469614,
zt449,Canis latrans,contact,Pennsylvania,Clearfield,,,40.992599,-78.469614,
zt450,Canis latrans,contact,Pennsylvania,Clearfield,,,40.992599,-78.469614,
zt451,Canis latrans,contact,Pennsylvania,Armstrong,,,40.829959,-79.423361,
zt452,Canis latrans,contact,Pennsylvania,Centre,,,40.908869,-77.808908,
zt454,Canis latrans,contact,Pennsylvania,Tioga,,,41.792053,-77.25374,
zt455,Canis latrans,contact,Pennsylvania,Elk,,,41.418126,-78.660232,
zt456,Canis latrans,contact,Pennsylvania,Clinton,,,41.232543,-77.652679,
zt457,Canis latrans,contact,Pennsylvania,Elk,,,41.418126,-78.660232,
zt458,Canis latrans,contact,Pennsylvania,Jefferson,,,41.127334,-79.002202,
zt459,Canis latrans,contact,Pennsylvania,Jefferson,,,41.127334,-79.002202,
zt460,Canis latrans,contact,Pennsylvania,Erie,,,42.004316,-80.068469,
zt462,Canis latrans,contact,Pennsylvania,Snyder,,,40.769358,-77.060296,
zt463,Canis latrans,contact,Pennsylvania,Clearfield,,,40.992599,-78.469614,
zt465,Canis latrans,northeast,Pennsylvania,Susquehanna,,,41.94859006,-75.75648635,
zt466,Canis latrans,contact,Pennsylvania,Clearfield,,,40.992599,-78.469614,
zt468,Canis latrans,contact,Pennsylvania,Cambria,,,40.506598,-78.701545,
zt469,Canis latrans,contact,Pennsylvania,Juniata,,,40.530297,-77.447552,
zt471,Canis latrans,contact,Pennsylvania,Bradford,,,41.76406,-76.471893,
zt472,Canis latrans,contact,Pennsylvania,Bradford,,,41.76406,-76.471893,
zt475,Canis latrans,contact,Pennsylvania,Bradford,,,41.76406,-76.471893,
zt476,Canis latrans,contact,Pennsylvania,Bradford,,,41.76406,-76.471893,
zt478,Canis latrans,contact,Pennsylvania,Elk,,,41.418126,-78.660232,
zt479,Canis latrans,contact,Pennsylvania,Warren,,,41.805013,-79.294353,
zt480,Canis latrans,contact,Pennsylvania,Cambria,,,40.506598,-78.701545,
zt482,Canis latrans,contact,Pennsylvania,Clearfield,,,40.992599,-78.469614,
zt484,Canis latrans,contact,Pennsylvania,Clearfield,,,40.992599,-78.469614,
zt486,Canis latrans,contact,Pennsylvania,Warren,,,41.805013,-79.294353,
zt492,Canis latrans,contact,Pennsylvania,Clearfield,,,40.992599,-78.469614,
zt5,Canis latrans,northeast,Vermont,Orleans,Morgan,,44.911789,-72.016683,2006
zt6,Canis latrans,northeast,Vermont,Orleans,Glover,,44.707634,-72.18894,2006
zt600,Canis latrans,contact,Pennsylvania,Clearfield,,,40.992599,-78.469614,
zt601,Canis latrans,contact,Pennsylvania,Huntingdon,,,40.413412,-77.979075,
zt602,Canis latrans,contact,Pennsylvania,Huntingdon,,,40.413412,-77.979075,
zt603,Canis latrans,contact,Pennsylvania,Centre,,,40.908869,-77.808908,
zt604,Canis latrans,contact,Pennsylvania,Greene,,,39.854611,-80.230327,
zt605,Canis latrans,contact,Pennsylvania,Greene,,,39.854611,-80.230327,
zt606,Canis latrans,contact,Pennsylvania,McKean,,,41.804634,-78.565332,
zt607,Canis latrans,contact,Pennsylvania,McKean,,,41.804634,-78.565332,
zt608,Canis latrans,contact,Pennsylvania,McKean,,,41.804634,-78.565332,
zt609,Canis latrans,contact,Pennsylvania,Greene,,,39.854611,-80.230327,
zt610,Canis latrans,contact,Pennsylvania,Greene,,,39.854611,-80.230327,
zt614,Canis latrans,northeast,Pennsylvania,Monroe,,,41.053932,-75.34324,
zt623,Canis latrans,contact,Pennsylvania,Venango,,,41.383852,-79.732481,
zt625,Canis latrans,contact,Pennsylvania,Crawford,,,41.680868,-80.068469,
zt627,Canis latrans,contact,Pennsylvania,Lawrence,,,40.988623,-80.336807,
zt629,Canis latrans,contact,Pennsylvania,Fayette,,,39.935608,-79.657802,
zt630,Canis latrans,northeast,Pennsylvania,Northhampton,,,40.7658,-75.324697,
zt631,Canis latrans,contact,Pennsylvania,Elk,,,41.418126,-78.660232,
zt632,Canis latrans,contact,Pennsylvania,Fayette,,,39.935608,-79.657802,
zt633,Canis latrans,contact,Pennsylvania,Centre,,,40.908869,-77.808908,
zt634,Canis latrans,contact,Pennsylvania,Cambria,,,40.506598,-78.701545,
zt636,Canis latrans,contact,Pennsylvania,Mercer,,,41.296773,-80.2423,
zt637,Canis latrans,contact,Pennsylvania,Mercer,,,41.296773,-80.2423,
zt638,Canis latrans,contact,Pennsylvania,Mercer,,,41.296773,-80.2423,
zt639,Canis latrans,contact,Pennsylvania,Mercer,,,41.296773,-80.2423,
zt640,Canis latrans,contact,Pennsylvania,Mercer,,,41.296773,-80.2423,
zt641,Canis latrans,contact,Pennsylvania,Mercer,,,41.296773,-80.2423,
zt642,Canis latrans,contact,Pennsylvania,Mercer,,,41.296773,-80.2423,
zt643,Canis latrans,contact,Pennsylvania,Mercer,,,41.296773,-80.2423,
zt646,Canis latrans,contact,Pennsylvania,Mercer,,,41.296773,-80.2423,
zt650,Canis latrans,contact,Pennsylvania,Indiana,,,40.6520,-79.0880,
zt651,Canis latrans,contact,Pennsylvania,Cambria,,,40.506598,-78.701545,
zt653,Canis latrans,contact,Pennsylvania,Westmoreland,,,40.3110,-79.4670,
zt657,Canis latrans,northeast,Pennsylvania,Columbia,,,41.061168,-76.422792,
zt660,Canis latrans,contact,Pennsylvania,Erie,,,42.004316,-80.068469,
zt661,Canis latrans,contact,Pennsylvania,Erie,,,42.004316,-80.068469,2008
zt671,Canis latrans,contact,Pennsylvania,Centre,,,40.908869,-77.808908,
zt672,Canis latrans,contact,Pennsylvania,Tioga,,,41.792053,-77.25374,
zt675,Canis latrans,contact,Pennsylvania,Elk,,,41.418126,-78.660232,
zt676,Canis latrans,contact,Pennsylvania,Clearfield,,,40.992599,-78.469614,
zt677,Canis latrans,contact,Pennsylvania,Warren,,,41.805013,-79.294353,
zt678,Canis latrans,northeast,Pennsylvania,Dauphin,,,40.392431,-76.80982,
zt679,Canis latrans,contact,Pennsylvania,Sullivan,,,41.427386,-76.517451,
zt690,Canis latrans,contact,Pennsylvania,Mercer,,,41.296773,-80.2423,
zt691,Canis latrans,contact,Pennsylvania,Mercer,,,41.296773,-80.2423,
zt692,Canis latrans,contact,Pennsylvania,Mercer,,,41.296773,-80.2423,
zt693,Canis latrans,contact,Pennsylvania,Mercer,,,41.296773,-80.2423,
zt694,Canis latrans,contact,Pennsylvania,Crawford,,,41.680868,-80.068469,
zt695,Canis latrans,contact,Pennsylvania,Crawford,,,41.680868,-80.068469,
zt697,Canis latrans,northeast,Pennsylvania,Susquehanna,,,41.94859006,-75.75648635,
zt698,Canis latrans,northeast,Pennsylvania,Susquehanna,,,41.94859006,-75.75648635,
zt699,Canis latrans,contact,Pennsylvania,Lycoming,,,41.33215,-77.019737,2008
zt7,Canis latrans,northeast,Vermont,Orleans,Holland,,44.9602,-71.99982,2006
zt700,Canis latrans,contact,Pennsylvania,Lycoming,,,41.33215,-77.019737,2008
zt701,Canis latrans,contact,Pennsylvania,Lycoming,,,41.33215,-77.019737,2008
zt702,Canis latrans,contact,Pennsylvania,Lycoming,,,41.33215,-77.019737,2008
zt703,Canis latrans,contact,Pennsylvania,Lycoming,,,41.33215,-77.019737,2008
zt704,Canis latrans,contact,Pennsylvania,Lycoming,,,41.33215,-77.019737,2008
zt9,Canis latrans,northeast,Vermont,Essex,Norton,,44.983534,-71.79439,2006
ztpb10,Canis latrans,northeast,New York,Albany,Guilderland,Pine Bush,42.712955,-73.878361,
ztpb13,Canis latrans,northeast,New York,Albany,Guilderland,Pine Bush,42.712955,-73.878361,
ztpb150.664,Canis latrans,northeast,New York,Albany,Guilderland,Pine Bush,42.712955,-73.878361,
ztpb2,Canis latrans,northeast,New York,Albany,Guilderland,Pine Bush,42.712955,-73.878361,
ztpb6,Canis latrans,northeast,New York,Albany,Guilderland,Pine Bush,42.712955,-73.878361,
